time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
5.55;videos/cuts_test/50wtf12.mp4;fall;(np.float64(543.5), np.float64(146.12));(np.float64(554.0), np.float64(142.5));(np.float64(540.0), np.float64(139.0));(np.float64(568.5), np.float64(154.12));(np.float64(534.0), np.float64(144.75));(np.float64(569.0), np.float64(197.38));(np.float64(504.75), np.float64(182.62));(np.float64(607.0), np.float64(226.38));(np.float64(452.25), np.float64(211.88));(np.float64(644.0), np.float64(248.75));(np.float64(440.0), np.float64(259.25));(np.float64(511.0), np.float64(288.75));(np.float64(475.5), np.float64(279.75));(np.float64(474.75), np.float64(360.5));(np.float64(467.75), np.float64(356.0));(np.float64(446.5), np.float64(423.75));(np.float64(469.0), np.float64(424.5))
5.59;videos/cuts_test/50wtf12.mp4;fall;(np.float64(550.0), np.float64(149.5));(np.float64(561.0), np.float64(145.75));(np.float64(547.5), np.float64(142.5));(np.float64(578.5), np.float64(157.12));(np.float64(543.5), np.float64(148.0));(np.float64(578.5), np.float64(201.0));(np.float64(514.5), np.float64(185.5));(np.float64(616.5), np.float64(232.25));(np.float64(462.75), np.float64(216.5));(np.float64(656.0), np.float64(257.0));(np.float64(448.5), np.float64(264.25));(np.float64(517.0), np.float64(291.5));(np.float64(481.25), np.float64(281.0));(np.float64(479.25), np.float64(361.0));(np.float64(466.5), np.float64(356.5));(np.float64(463.0), np.float64(426.0));(np.float64(452.75), np.float64(422.75))
5.63;videos/cuts_test/50wtf12.mp4;fall;(np.float64(559.5), np.float64(153.5));(np.float64(571.0), np.float64(149.75));(np.float64(558.0), np.float64(145.75));(np.float64(589.0), np.float64(162.0));(np.float64(553.5), np.float64(152.25));(np.float64(588.5), np.float64(207.62));(np.float64(525.0), np.float64(189.25));(np.float64(628.5), np.float64(240.0));(np.float64(473.75), np.float64(221.5));(np.float64(670.0), np.float64(269.25));(np.float64(460.0), np.float64(270.5));(np.float64(523.5), np.float64(297.5));(np.float64(490.25), np.float64(286.5));(np.float64(484.0), np.float64(365.0));(np.float64(471.5), np.float64(358.25));(np.float64(461.25), np.float64(424.25));(np.float64(457.0), np.float64(425.75))
5.67;videos/cuts_test/50wtf12.mp4;fall;(np.float64(570.0), np.float64(159.75));(np.float64(581.0), np.float64(156.0));(np.float64(568.5), np.float64(152.75));(np.float64(600.0), np.float64(168.25));(np.float64(566.0), np.float64(159.88));(np.float64(602.0), np.float64(212.75));(np.float64(536.5), np.float64(195.5));(np.float64(640.0), np.float64(250.62));(np.float64(486.0), np.float64(229.75));(np.float64(680.5), np.float64(285.75));(np.float64(471.0), np.float64(282.75));(np.float64(532.0), np.float64(297.75));(np.float64(497.5), np.float64(286.75));(np.float64(489.25), np.float64(366.5));(np.float64(481.0), np.float64(363.5));(np.float64(450.5), np.float64(423.5));(np.float64(469.25), np.float64(426.0))
5.71;videos/cuts_test/50wtf12.mp4;fall;(np.float64(581.0), np.float64(167.75));(np.float64(592.0), np.float64(163.75));(np.float64(580.0), np.float64(160.5));(np.float64(612.0), np.float64(175.62));(np.float64(578.0), np.float64(166.5));(np.float64(614.5), np.float64(221.12));(np.float64(548.0), np.float64(204.25));(np.float64(651.0), np.float64(262.25));(np.float64(498.5), np.float64(244.25));(np.float64(690.5), np.float64(305.25));(np.float64(486.0), np.float64(299.0));(np.float64(541.5), np.float64(301.5));(np.float64(506.5), np.float64(290.0));(np.float64(495.25), np.float64(366.5));(np.float64(487.25), np.float64(363.25));(np.float64(450.5), np.float64(419.5));(np.float64(471.0), np.float64(424.5))
5.76;videos/cuts_test/50wtf12.mp4;fall;(np.float64(592.5), np.float64(178.5));(np.float64(603.5), np.float64(174.62));(np.float64(593.0), np.float64(171.25));(np.float64(625.0), np.float64(187.0));(np.float64(593.0), np.float64(177.12));(np.float64(629.5), np.float64(232.75));(np.float64(562.5), np.float64(214.25));(np.float64(663.0), np.float64(278.75));(np.float64(515.5), np.float64(256.5));(np.float64(697.5), np.float64(328.5));(np.float64(507.5), np.float64(312.25));(np.float64(549.0), np.float64(311.0));(np.float64(518.0), np.float64(298.75));(np.float64(498.5), np.float64(369.5));(np.float64(493.5), np.float64(369.5));(np.float64(453.25), np.float64(418.75));(np.float64(468.25), np.float64(427.5))
5.8;videos/cuts_test/50wtf12.mp4;fall;(np.float64(605.5), np.float64(193.5));(np.float64(617.0), np.float64(189.5));(np.float64(606.0), np.float64(185.38));(np.float64(637.5), np.float64(202.25));(np.float64(607.0), np.float64(189.75));(np.float64(644.5), np.float64(247.25));(np.float64(577.0), np.float64(224.88));(np.float64(676.0), np.float64(298.0));(np.float64(531.0), np.float64(273.75));(np.float64(705.0), np.float64(353.75));(np.float64(532.5), np.float64(330.25));(np.float64(557.0), np.float64(328.0));(np.float64(527.0), np.float64(312.0));(np.float64(495.0), np.float64(382.5));(np.float64(493.5), np.float64(380.0));(np.float64(449.0), np.float64(417.0));(np.float64(466.0), np.float64(425.75))
5.84;videos/cuts_test/50wtf12.mp4;fall;(np.float64(619.5), np.float64(210.12));(np.float64(630.5), np.float64(206.75));(np.float64(621.0), np.float64(202.38));(np.float64(652.0), np.float64(219.5));(np.float64(624.0), np.float64(206.75));(np.float64(661.0), np.float64(262.75));(np.float64(593.0), np.float64(238.38));(np.float64(686.0), np.float64(316.5));(np.float64(553.0), np.float64(292.0));(np.float64(708.5), np.float64(381.5));(np.float64(564.5), np.float64(351.75));(np.float64(575.0), np.float64(331.0));(np.float64(543.0), np.float64(313.0));(np.float64(508.75), np.float64(386.5));(np.float64(497.75), np.float64(380.5));(np.float64(459.75), np.float64(408.25));(np.float64(466.5), np.float64(418.0))
5.88;videos/cuts_test/50wtf12.mp4;fall;(np.float64(634.0), np.float64(236.75));(np.float64(645.0), np.float64(231.12));(np.float64(635.0), np.float64(227.5));(np.float64(670.5), np.float64(242.25));(np.float64(639.5), np.float64(231.0));(np.float64(675.5), np.float64(285.5));(np.float64(612.5), np.float64(258.5));(np.float64(694.5), np.float64(344.25));(np.float64(579.5), np.float64(315.0));(np.float64(714.0), np.float64(414.5));(np.float64(606.0), np.float64(375.25));(np.float64(588.5), np.float64(352.75));(np.float64(555.0), np.float64(331.5));(np.float64(525.5), np.float64(400.25));(np.float64(504.0), np.float64(386.75));(np.float64(479.75), np.float64(397.75));(np.float64(477.5), np.float64(398.25))
5.92;videos/cuts_test/50wtf12.mp4;fall;(np.float64(654.0), np.float64(263.5));(np.float64(665.5), np.float64(259.5));(np.float64(655.5), np.float64(254.62));(np.float64(688.5), np.float64(270.0));(np.float64(658.5), np.float64(257.5));(np.float64(693.5), np.float64(314.0));(np.float64(633.0), np.float64(287.75));(np.float64(704.0), np.float64(375.5));(np.float64(608.0), np.float64(347.25));(np.float64(706.5), np.float64(437.25));(np.float64(641.0), np.float64(410.25));(np.float64(602.0), np.float64(369.25));(np.float64(569.5), np.float64(345.75));(np.float64(551.0), np.float64(409.75));(np.float64(507.5), np.float64(381.75));(np.float64(521.5), np.float64(403.0));(np.float64(462.0), np.float64(419.0))
5.96;videos/cuts_test/50wtf12.mp4;fall;(np.float64(672.5), np.float64(295.75));(np.float64(685.0), np.float64(292.0));(np.float64(675.0), np.float64(286.0));(np.float64(709.5), np.float64(305.5));(np.float64(676.0), np.float64(289.0));(np.float64(708.0), np.float64(339.75));(np.float64(644.0), np.float64(317.75));(np.float64(702.0), np.float64(398.5));(np.float64(631.5), np.float64(380.0));(np.float64(704.0), np.float64(449.0));(np.float64(657.0), np.float64(436.5));(np.float64(620.5), np.float64(387.5));(np.float64(582.5), np.float64(364.75));(np.float64(582.0), np.float64(430.0));(np.float64(517.0), np.float64(385.75));(np.float64(551.0), np.float64(410.25));(np.float64(461.0), np.float64(411.75))
6.01;videos/cuts_test/50wtf12.mp4;fall;(np.float64(703.5), np.float64(315.5));(np.float64(714.5), np.float64(313.5));(np.float64(704.0), np.float64(308.25));(np.float64(732.0), np.float64(328.0));(np.float64(697.0), np.float64(314.0));(np.float64(722.0), np.float64(365.25));(np.float64(662.5), np.float64(342.75));(np.float64(712.0), np.float64(420.0));(np.float64(632.5), np.float64(401.0));(np.float64(713.0), np.float64(450.75));(np.float64(659.5), np.float64(453.75));(np.float64(630.0), np.float64(409.0));(np.float64(597.5), np.float64(384.5));(np.float64(586.5), np.float64(434.25));(np.float64(527.0), np.float64(387.0));(np.float64(562.0), np.float64(415.25));(np.float64(462.0), np.float64(408.0))
6.05;videos/cuts_test/50wtf12.mp4;fall;(np.float64(715.5), np.float64(349.75));(np.float64(728.0), np.float64(349.75));(np.float64(719.0), np.float64(342.0));(np.float64(745.5), np.float64(365.75));(np.float64(719.0), np.float64(344.5));(np.float64(734.5), np.float64(393.5));(np.float64(680.5), np.float64(361.75));(np.float64(721.0), np.float64(425.75));(np.float64(632.0), np.float64(404.75));(np.float64(721.5), np.float64(437.5));(np.float64(657.0), np.float64(453.5));(np.float64(636.5), np.float64(421.25));(np.float64(614.5), np.float64(395.25));(np.float64(571.5), np.float64(422.0));(np.float64(544.0), np.float64(391.0));(np.float64(512.5), np.float64(410.75));(np.float64(468.5), np.float64(404.25))
6.09;videos/cuts_test/50wtf12.mp4;fall;(np.float64(730.0), np.float64(382.5));(np.float64(741.5), np.float64(384.25));(np.float64(734.0), np.float64(373.75));(np.float64(752.5), np.float64(397.25));(np.float64(740.0), np.float64(369.25));(np.float64(746.5), np.float64(419.25));(np.float64(696.5), np.float64(371.5));(np.float64(730.0), np.float64(446.5));(np.float64(636.0), np.float64(401.0));(np.float64(710.5), np.float64(447.5));(np.float64(656.5), np.float64(451.5));(np.float64(641.0), np.float64(428.5));(np.float64(623.5), np.float64(395.25));(np.float64(577.0), np.float64(417.25));(np.float64(555.0), np.float64(394.0));(np.float64(526.5), np.float64(405.0));(np.float64(480.5), np.float64(399.75))
6.13;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(737.0), np.float64(422.75));(np.float64(748.0), np.float64(427.75));(np.float64(742.5), np.float64(413.5));(np.float64(757.5), np.float64(435.75));(np.float64(754.0), np.float64(396.75));(np.float64(751.5), np.float64(432.25));(np.float64(720.5), np.float64(383.5));(np.float64(743.0), np.float64(443.25));(np.float64(650.5), np.float64(395.5));(np.float64(717.0), np.float64(443.5));(np.float64(656.5), np.float64(446.0));(np.float64(647.0), np.float64(426.25));(np.float64(640.5), np.float64(389.5));(np.float64(580.0), np.float64(415.5));(np.float64(569.0), np.float64(396.0));(np.float64(517.0), np.float64(392.5));(np.float64(492.25), np.float64(388.75))
6.17;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(750.5), np.float64(435.5));(np.float64(762.0), np.float64(442.5));(np.float64(757.0), np.float64(426.25));(np.float64(769.5), np.float64(446.0));(np.float64(770.0), np.float64(410.25));(np.float64(762.0), np.float64(441.5));(np.float64(736.0), np.float64(392.25));(np.float64(754.0), np.float64(455.75));(np.float64(666.0), np.float64(397.75));(np.float64(727.0), np.float64(449.5));(np.float64(664.5), np.float64(443.0));(np.float64(659.0), np.float64(424.5));(np.float64(654.0), np.float64(387.5));(np.float64(597.0), np.float64(417.5));(np.float64(578.0), np.float64(393.5));(np.float64(555.5), np.float64(390.75));(np.float64(515.0), np.float64(380.5))
6.21;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(765.0), np.float64(440.0));(np.float64(774.0), np.float64(448.75));(np.float64(774.0), np.float64(432.75));(np.float64(776.0), np.float64(454.0));(np.float64(787.5), np.float64(419.5));(np.float64(762.0), np.float64(440.5));(np.float64(754.5), np.float64(398.5));(np.float64(718.0), np.float64(436.75));(np.float64(681.0), np.float64(394.0));(np.float64(714.0), np.float64(438.5));(np.float64(667.0), np.float64(440.5));(np.float64(661.5), np.float64(413.5));(np.float64(663.5), np.float64(381.25));(np.float64(600.5), np.float64(413.5));(np.float64(592.0), np.float64(393.75));(np.float64(548.0), np.float64(381.0));(np.float64(523.5), np.float64(371.75))
6.26;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(776.5), np.float64(445.25));(np.float64(785.5), np.float64(456.0));(np.float64(785.0), np.float64(438.5));(np.float64(786.5), np.float64(459.75));(np.float64(801.0), np.float64(425.5));(np.float64(770.0), np.float64(445.5));(np.float64(765.0), np.float64(400.0));(np.float64(718.0), np.float64(437.75));(np.float64(689.0), np.float64(394.0));(np.float64(716.5), np.float64(439.5));(np.float64(670.5), np.float64(439.25));(np.float64(670.5), np.float64(408.5));(np.float64(673.5), np.float64(371.0));(np.float64(608.0), np.float64(426.5));(np.float64(606.5), np.float64(384.75));(np.float64(561.0), np.float64(393.0));(np.float64(539.0), np.float64(366.75))
6.3;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(784.5), np.float64(443.5));(np.float64(794.5), np.float64(454.5));(np.float64(793.0), np.float64(436.5));(np.float64(794.5), np.float64(457.75));(np.float64(808.5), np.float64(424.25));(np.float64(778.0), np.float64(443.0));(np.float64(772.0), np.float64(400.0));(np.float64(725.0), np.float64(436.25));(np.float64(693.5), np.float64(392.25));(np.float64(721.0), np.float64(436.5));(np.float64(671.0), np.float64(438.0));(np.float64(677.0), np.float64(403.75));(np.float64(678.5), np.float64(367.0));(np.float64(622.5), np.float64(423.25));(np.float64(615.5), np.float64(383.0));(np.float64(575.0), np.float64(389.5));(np.float64(548.5), np.float64(365.0))
6.34;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(787.5), np.float64(440.75));(np.float64(797.5), np.float64(451.0));(np.float64(796.5), np.float64(433.5));(np.float64(800.0), np.float64(456.5));(np.float64(814.0), np.float64(424.0));(np.float64(786.0), np.float64(448.75));(np.float64(779.5), np.float64(401.75));(np.float64(738.5), np.float64(446.5));(np.float64(699.5), np.float64(390.0));(np.float64(732.0), np.float64(437.5));(np.float64(674.0), np.float64(435.25));(np.float64(687.5), np.float64(409.25));(np.float64(689.5), np.float64(372.5));(np.float64(634.5), np.float64(411.5));(np.float64(628.0), np.float64(376.0));(np.float64(583.0), np.float64(386.25));(np.float64(560.5), np.float64(361.5))
6.38;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(789.0), np.float64(441.5));(np.float64(798.0), np.float64(453.0));(np.float64(800.0), np.float64(434.75));(np.float64(797.0), np.float64(459.75));(np.float64(815.0), np.float64(425.0));(np.float64(783.5), np.float64(446.75));(np.float64(782.5), np.float64(401.25));(np.float64(734.5), np.float64(445.75));(np.float64(703.5), np.float64(388.75));(np.float64(730.5), np.float64(437.5));(np.float64(685.0), np.float64(433.75));(np.float64(692.0), np.float64(415.0));(np.float64(695.5), np.float64(381.25));(np.float64(643.5), np.float64(407.75));(np.float64(637.5), np.float64(382.5));(np.float64(585.5), np.float64(380.5));(np.float64(568.0), np.float64(361.0))
6.42;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(790.0), np.float64(439.75));(np.float64(797.0), np.float64(448.0));(np.float64(800.0), np.float64(433.25));(np.float64(796.5), np.float64(456.0));(np.float64(813.5), np.float64(425.5));(np.float64(784.0), np.float64(445.0));(np.float64(783.0), np.float64(404.0));(np.float64(738.0), np.float64(443.0));(np.float64(710.5), np.float64(393.0));(np.float64(720.5), np.float64(442.5));(np.float64(696.5), np.float64(436.5));(np.float64(704.0), np.float64(406.75));(np.float64(706.5), np.float64(379.0));(np.float64(656.0), np.float64(402.5));(np.float64(649.5), np.float64(392.0));(np.float64(597.0), np.float64(375.5));(np.float64(586.5), np.float64(364.75))
6.46;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(788.5), np.float64(443.0));(np.float64(795.5), np.float64(450.5));(np.float64(798.5), np.float64(436.5));(np.float64(798.0), np.float64(457.5));(np.float64(814.0), np.float64(428.5));(np.float64(790.5), np.float64(447.0));(np.float64(786.5), np.float64(408.25));(np.float64(743.5), np.float64(445.5));(np.float64(717.0), np.float64(402.0));(np.float64(720.0), np.float64(450.5));(np.float64(705.0), np.float64(446.0));(np.float64(715.5), np.float64(403.25));(np.float64(717.0), np.float64(376.75));(np.float64(666.5), np.float64(408.0));(np.float64(662.5), np.float64(395.5));(np.float64(606.5), np.float64(372.5));(np.float64(602.0), np.float64(366.0))
6.51;videos/cuts_test/50wtf12.mp4;fallen;(np.float64(792.5), np.float64(441.25));(np.float64(798.5), np.float64(449.0));(np.float64(802.0), np.float64(435.0));(np.float64(801.0), np.float64(459.0));(np.float64(814.0), np.float64(428.0));(np.float64(784.0), np.float64(447.75));(np.float64(790.0), np.float64(411.25));(np.float64(736.0), np.float64(443.0));(np.float64(724.0), np.float64(405.0));(np.float64(713.0), np.float64(450.0));(np.float64(703.5), np.float64(444.25));(np.float64(711.5), np.float64(412.5));(np.float64(718.5), np.float64(386.5));(np.float64(670.0), np.float64(412.25));(np.float64(668.5), np.float64(395.0));(np.float64(616.0), np.float64(376.25));(np.float64(614.0), np.float64(364.5))
